Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Composure,Crossing,Curve,Dribbling,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Overall,Potential,Wage,Value
Z. Valentin,United States,Portland Timbers,LB RB ,25,1690,64.0,62.0,56.0,59.0,63.0,54.0,58.0,30.0,60.0,61.0,72.0,68.0,47.0,67.0,38.0,52.0,59.0,62.0,57.0,67.0,70.0,67.0,66.0,73.0,52.0,44.0,65,67,2000.0,550000.0
A. Østli,Norway,Sarpsborg 08 FF,RB CB ,34,1594,51.0,64.0,47.0,60.0,42.0,49.0,52.0,38.0,58.0,63.0,65.0,53.0,50.0,64.0,55.0,35.0,62.0,56.0,52.0,63.0,47.0,73.0,64.0,82.0,47.0,52.0,65,65,1000.0,160000.0
K. Walker-Peters,England,Tottenham Hotspur,LB RB ,20,1618,81.0,48.0,72.0,66.0,62.0,50.0,62.0,31.0,55.0,64.0,75.0,55.0,41.0,60.0,32.0,55.0,55.0,60.0,31.0,63.0,77.0,68.0,67.0,61.0,44.0,25.0,65,80,14000.0,1100000.0
S. Kleineheismann,Germany,Hallescher FC,CB ,29,1594,36.0,76.0,59.0,65.0,46.0,54.0,42.0,42.0,68.0,54.0,72.0,55.0,49.0,62.0,43.0,48.0,57.0,62.0,60.0,63.0,42.0,70.0,67.0,78.0,44.0,39.0,65,65,1000.0,425000.0
E. Digbeu,France,Bourg en Bresse Péronnas 01,RB ,25,1658,75.0,69.0,71.0,60.0,60.0,41.0,69.0,33.0,55.0,60.0,66.0,61.0,31.0,65.0,43.0,65.0,59.0,64.0,31.0,62.0,73.0,73.0,68.0,67.0,56.0,34.0,65,69,2000.0,575000.0
S. Bueno,Uruguay,FC Barcelona B,CDM CB ,18,1331,54.0,60.0,49.0,55.0,23.0,18.0,15.0,38.0,67.0,67.0,68.0,27.0,28.0,61.0,42.0,22.0,53.0,55.0,49.0,66.0,58.0,63.0,72.0,62.0,26.0,22.0,65,80,1000.0,1000000.0
B. Szeliga,Poland,Termalica Bruk-Bet Nieciecza,RB RM ST ,24,1772,84.0,61.0,72.0,54.0,63.0,49.0,65.0,42.0,47.0,50.0,67.0,57.0,64.0,55.0,50.0,64.0,49.0,59.0,58.0,51.0,85.0,76.0,58.0,75.0,53.0,61.0,64,68,2000.0,600000.0
B. Purkiss,England,Swindon Town,RB ,33,1542,52.0,65.0,58.0,60.0,59.0,56.0,48.0,24.0,62.0,62.0,73.0,61.0,26.0,61.0,17.0,51.0,60.0,59.0,35.0,63.0,66.0,78.0,64.0,72.0,56.0,21.0,64,64,5000.0,170000.0
T. Blomeyer,Germany,MSV Duisburg,RB CB ,21,1401,55.0,60.0,49.0,45.0,31.0,29.0,48.0,33.0,63.0,62.0,56.0,43.0,22.0,62.0,33.0,22.0,61.0,54.0,40.0,62.0,55.0,59.0,64.0,76.0,36.0,36.0,64,72,2000.0,575000.0
P. Nymann,Denmark,AC Horsens,RM RB ,34,1736,73.0,65.0,65.0,67.0,62.0,63.0,64.0,32.0,47.0,63.0,63.0,57.0,52.0,58.0,61.0,41.0,64.0,63.0,64.0,52.0,78.0,78.0,62.0,58.0,63.0,45.0,64,64,3000.0,130000.0
Bae Seul Gi,Korea Republic,Pohang Steelers,CB ,32,1334,54.0,65.0,31.0,50.0,28.0,29.0,45.0,27.0,70.0,60.0,75.0,26.0,18.0,67.0,37.0,30.0,59.0,29.0,36.0,62.0,43.0,51.0,65.0,76.0,42.0,25.0,64,64,3000.0,260000.0
N. Maraš,Serbia,Grupo Desportivo de Chaves,CB ,19,1405,62.0,61.0,56.0,38.0,31.0,24.0,46.0,28.0,68.0,64.0,71.0,41.0,29.0,66.0,32.0,28.0,41.0,59.0,48.0,68.0,64.0,62.0,69.0,64.0,25.0,28.0,64,76,1000.0,700000.0
L. Manzaños,Chile,San Luis de Quillota,RB ,29,1594,59.0,61.0,58.0,62.0,48.0,39.0,41.0,36.0,71.0,63.0,78.0,45.0,40.0,70.0,41.0,47.0,64.0,55.0,51.0,66.0,69.0,64.0,71.0,75.0,40.0,39.0,64,64,1000.0,350000.0
S. Kelly,Scotland,Ross County FC,LM LB ,23,1601,73.0,57.0,57.0,56.0,60.0,58.0,62.0,30.0,59.0,60.0,57.0,58.0,27.0,58.0,41.0,48.0,59.0,62.0,48.0,60.0,72.0,75.0,63.0,68.0,48.0,30.0,64,71,2000.0,525000.0
V. Pálsson,Iceland,FC Zürich,CB CM ,26,1810,61.0,84.0,68.0,57.0,47.0,51.0,56.0,52.0,64.0,67.0,87.0,64.0,54.0,59.0,57.0,54.0,62.0,65.0,68.0,70.0,69.0,83.0,68.0,79.0,62.0,46.0,64,66,5000.0,525000.0
J. Palacios,Colombia,Atlético Bucaramanga,CB ,23,1342,54.0,59.0,34.0,60.0,29.0,21.0,33.0,24.0,68.0,66.0,55.0,54.0,23.0,62.0,34.0,26.0,54.0,63.0,32.0,64.0,52.0,62.0,68.0,72.0,51.0,23.0,64,73,1000.0,600000.0
S. Madden,Republic of Ireland,Shamrock Rovers,RB ,29,1700,83.0,66.0,63.0,52.0,63.0,51.0,56.0,55.0,53.0,55.0,57.0,51.0,38.0,61.0,45.0,69.0,52.0,58.0,56.0,62.0,75.0,88.0,61.0,71.0,55.0,44.0,64,64,1000.0,350000.0
L. Labylle,Belgium,VVV-Venlo,LB ,26,1818,72.0,63.0,73.0,60.0,64.0,61.0,67.0,52.0,54.0,55.0,67.0,62.0,56.0,57.0,51.0,53.0,64.0,65.0,61.0,57.0,71.0,71.0,63.0,66.0,61.0,55.0,64,65,3000.0,425000.0
J. Binnom-Williams,England,Chesterfield,LB ,22,1662,84.0,54.0,90.0,60.0,60.0,43.0,67.0,31.0,40.0,52.0,65.0,45.0,44.0,68.0,37.0,53.0,45.0,46.0,57.0,66.0,84.0,75.0,68.0,85.0,43.0,56.0,64,73,4000.0,600000.0
B. Davies,England,Grimsby Town,RB ,36,1888,68.0,54.0,62.0,64.0,73.0,74.0,67.0,69.0,51.0,57.0,80.0,61.0,64.0,53.0,69.0,65.0,60.0,66.0,64.0,60.0,64.0,71.0,65.0,79.0,69.0,64.0,64,64,3000.0,50000.0
Pina,Spain,Lorca Deportiva CF,RB ,32,1636,67.0,72.0,62.0,55.0,60.0,57.0,48.0,47.0,46.0,64.0,64.0,56.0,44.0,66.0,39.0,43.0,61.0,53.0,67.0,64.0,71.0,80.0,62.0,66.0,54.0,35.0,64,64,3000.0,250000.0
M. Koné,France,ES Troyes AC,CB ,23,1426,62.0,60.0,58.0,55.0,34.0,29.0,49.0,32.0,60.0,59.0,71.0,39.0,24.0,61.0,38.0,38.0,51.0,32.0,23.0,63.0,67.0,69.0,69.0,92.0,37.0,27.0,64,69,5000.0,500000.0
Samu Araújo,Spain,FC Barcelona B,CB LB ,21,1609,82.0,71.0,70.0,62.0,67.0,33.0,68.0,28.0,49.0,57.0,79.0,35.0,29.0,54.0,39.0,62.0,51.0,51.0,63.0,67.0,78.0,72.0,62.0,40.0,46.0,23.0,64,75,5000.0,675000.0
A. Örn Arnarson,Iceland,Aalesunds FK,RB ,21,1664,67.0,70.0,66.0,59.0,59.0,43.0,56.0,42.0,55.0,66.0,66.0,53.0,49.0,61.0,45.0,48.0,61.0,61.0,50.0,60.0,62.0,73.0,63.0,73.0,40.0,48.0,64,73,1000.0,600000.0
M. Akça,Turkey,Evkur Yeni Malatyaspor,CB ,26,1559,66.0,65.0,54.0,60.0,54.0,36.0,45.0,33.0,65.0,63.0,74.0,58.0,33.0,62.0,51.0,39.0,58.0,60.0,55.0,57.0,68.0,61.0,62.0,74.0,35.0,22.0,64,64,4000.0,400000.0
K. Antonsen,Norway,Tromsø IL,LB ,22,1728,83.0,73.0,70.0,58.0,58.0,62.0,63.0,23.0,46.0,64.0,85.0,62.0,63.0,57.0,35.0,54.0,56.0,57.0,78.0,62.0,82.0,77.0,61.0,56.0,47.0,32.0,64,74,1000.0,625000.0
T. Ebner,Austria,FC Admira Wacker Mödling,CDM LB ,25,1627,68.0,73.0,59.0,66.0,58.0,53.0,57.0,25.0,58.0,71.0,90.0,58.0,52.0,70.0,38.0,32.0,62.0,65.0,47.0,64.0,69.0,40.0,65.0,72.0,49.0,30.0,64,68,3000.0,475000.0
L. Suárez,Argentina,Defensa y Justicia,LB ,22,1521,68.0,56.0,53.0,48.0,56.0,30.0,49.0,31.0,67.0,61.0,73.0,45.0,26.0,67.0,48.0,27.0,56.0,55.0,46.0,69.0,67.0,70.0,67.0,76.0,31.0,30.0,64,73,3000.0,600000.0
D. Mirfin,England,Mansfield Town,CB ,32,1229,47.0,63.0,29.0,56.0,21.0,41.0,29.0,28.0,63.0,67.0,71.0,35.0,22.0,64.0,22.0,26.0,55.0,48.0,34.0,56.0,31.0,57.0,64.0,81.0,36.0,14.0,64,64,5000.0,260000.0
B. Nugent,England,Gillingham,CB ,23,1327,52.0,64.0,47.0,48.0,19.0,28.0,22.0,22.0,65.0,61.0,54.0,45.0,36.0,64.0,37.0,28.0,46.0,43.0,48.0,68.0,50.0,58.0,69.0,82.0,39.0,28.0,64,69,3000.0,500000.0
M. Benning,England,Mansfield Town,LB ,23,1839,73.0,69.0,72.0,58.0,65.0,64.0,61.0,65.0,54.0,62.0,73.0,60.0,65.0,56.0,55.0,58.0,58.0,60.0,70.0,62.0,74.0,75.0,62.0,71.0,51.0,63.0,64,68,5000.0,500000.0
M. Al Harbi,Saudi Arabia,Al Fateh,LB CB ,28,1415,59.0,60.0,53.0,31.0,64.0,32.0,37.0,28.0,71.0,56.0,79.0,32.0,22.0,60.0,36.0,44.0,57.0,44.0,23.0,61.0,53.0,72.0,67.0,77.0,33.0,28.0,64,65,8000.0,400000.0
F. Brandero,Chile,CD Palestino,LB ,25,1687,58.0,62.0,55.0,55.0,69.0,46.0,50.0,53.0,58.0,61.0,68.0,65.0,60.0,65.0,54.0,53.0,65.0,61.0,51.0,67.0,61.0,59.0,60.0,61.0,50.0,35.0,64,64,1000.0,400000.0
Y. Ito,Japan,Kashima Antlers,RB ,23,1530,65.0,59.0,60.0,47.0,69.0,42.0,48.0,37.0,44.0,60.0,71.0,60.0,26.0,56.0,35.0,47.0,56.0,61.0,34.0,68.0,68.0,69.0,70.0,59.0,32.0,28.0,64,71,3000.0,525000.0
Cho Won Hee,Korea Republic,Suwon Samsung Bluewings,RB CM ,34,1759,69.0,64.0,42.0,60.0,56.0,68.0,67.0,48.0,63.0,64.0,71.0,53.0,53.0,58.0,45.0,59.0,67.0,67.0,65.0,61.0,57.0,55.0,61.0,73.0,71.0,59.0,64,64,3000.0,220000.0
A. Gravillon,France,Benevento Calcio,CB ,19,1361,54.0,69.0,35.0,54.0,35.0,31.0,31.0,30.0,57.0,57.0,68.0,36.0,25.0,66.0,42.0,24.0,48.0,39.0,43.0,69.0,55.0,58.0,70.0,79.0,36.0,33.0,64,77,4000.0,750000.0
F. Ballo Touré,France,LOSC Lille,LM LB ,20,1674,86.0,53.0,71.0,57.0,64.0,58.0,62.0,49.0,49.0,59.0,56.0,53.0,43.0,57.0,53.0,58.0,56.0,56.0,53.0,62.0,84.0,65.0,61.0,41.0,52.0,36.0,64,75,8000.0,675000.0
M. Al Khaibari,Saudi Arabia,Ettifaq FC,LB ,25,1760,72.0,63.0,82.0,50.0,69.0,51.0,57.0,64.0,46.0,53.0,87.0,65.0,54.0,61.0,38.0,60.0,63.0,62.0,59.0,62.0,80.0,80.0,61.0,59.0,49.0,40.0,64,66,9000.0,450000.0
B. Kamara,France,Olympique de Marseille,CDM CB ,17,1572,59.0,64.0,51.0,54.0,48.0,43.0,49.0,40.0,63.0,60.0,67.0,57.0,32.0,61.0,56.0,28.0,67.0,64.0,52.0,60.0,63.0,74.0,64.0,72.0,47.0,28.0,64,80,4000.0,800000.0
M. Facchinetti,Switzerland,FC Thun,LB ,26,1580,69.0,62.0,66.0,63.0,63.0,29.0,51.0,19.0,48.0,66.0,58.0,55.0,40.0,62.0,51.0,52.0,53.0,61.0,62.0,64.0,67.0,73.0,64.0,58.0,45.0,36.0,64,67,4000.0,450000.0
Park Jong Jin,Korea Republic,Incheon United FC,RB RM ,30,1763,91.0,38.0,74.0,55.0,58.0,48.0,58.0,58.0,56.0,66.0,76.0,58.0,48.0,52.0,59.0,62.0,67.0,59.0,56.0,51.0,78.0,82.0,52.0,71.0,52.0,48.0,64,64,2000.0,425000.0
W. Lefèvre,Canada,Montreal Impact,CB ,27,1440,51.0,68.0,41.0,50.0,45.0,42.0,34.0,28.0,62.0,65.0,65.0,64.0,29.0,66.0,39.0,35.0,55.0,62.0,46.0,60.0,48.0,53.0,60.0,74.0,39.0,34.0,64,64,2000.0,375000.0
Y. Nakano,Japan,Vegalta Sendai,RWB LWB RM LM ,24,1646,86.0,45.0,75.0,60.0,57.0,68.0,64.0,46.0,45.0,45.0,61.0,50.0,48.0,30.0,58.0,58.0,59.0,60.0,59.0,28.0,81.0,70.0,38.0,57.0,58.0,56.0,64,69,2000.0,600000.0
S. Kamata,Japan,Shimizu S-Pulse,CB RB ,28,1701,79.0,69.0,79.0,46.0,65.0,26.0,55.0,34.0,54.0,54.0,73.0,51.0,61.0,58.0,42.0,54.0,66.0,62.0,61.0,63.0,74.0,70.0,61.0,64.0,45.0,36.0,64,64,2000.0,350000.0
D. Slamar,Germany,FC Carl Zeiss Jena,CB ,22,1346,46.0,56.0,54.0,54.0,29.0,27.0,26.0,23.0,63.0,56.0,75.0,51.0,22.0,64.0,36.0,24.0,49.0,52.0,42.0,65.0,56.0,54.0,69.0,77.0,35.0,23.0,64,71,1000.0,550000.0
K. Matsubara,Japan,Shimizu S-Pulse,LB ,20,1632,78.0,69.0,65.0,62.0,70.0,45.0,65.0,25.0,36.0,61.0,56.0,54.0,56.0,57.0,32.0,66.0,51.0,62.0,62.0,62.0,67.0,67.0,66.0,61.0,45.0,24.0,64,71,1000.0,550000.0
Noblejas,Spain,Córdoba CF,LM LB ,24,1629,61.0,70.0,53.0,58.0,63.0,57.0,54.0,49.0,55.0,65.0,55.0,59.0,41.0,61.0,40.0,47.0,68.0,58.0,52.0,59.0,74.0,74.0,60.0,78.0,44.0,35.0,64,70,3000.0,525000.0
T. Cillard,France,Tours FC,CB ,21,1438,69.0,53.0,62.0,60.0,29.0,30.0,32.0,27.0,60.0,60.0,78.0,54.0,26.0,64.0,34.0,26.0,67.0,55.0,43.0,66.0,63.0,59.0,66.0,74.0,37.0,30.0,64,74,2000.0,650000.0
T. Inukai,Japan,Shimizu S-Pulse,CB ,24,1368,62.0,65.0,66.0,49.0,27.0,23.0,29.0,28.0,62.0,62.0,72.0,30.0,22.0,66.0,32.0,23.0,60.0,41.0,36.0,62.0,64.0,66.0,67.0,75.0,32.0,20.0,64,67,1000.0,475000.0
I. Kecojević,Montenegro,Cádiz C.F.,CB ,29,1382,60.0,62.0,39.0,60.0,46.0,28.0,28.0,31.0,67.0,58.0,76.0,38.0,29.0,55.0,40.0,30.0,53.0,53.0,42.0,64.0,49.0,59.0,67.0,81.0,32.0,30.0,64,64,3000.0,350000.0
Y. Takeoka,Japan,Kawasaki Frontale,LB RB ,31,1673,57.0,55.0,72.0,52.0,64.0,35.0,55.0,36.0,58.0,56.0,72.0,49.0,54.0,63.0,45.0,53.0,67.0,63.0,58.0,70.0,60.0,68.0,64.0,72.0,51.0,53.0,64,64,3000.0,300000.0
Kim Chi Gon,Korea Republic,Ulsan Hyundai Horang-i,CB ,33,1431,42.0,65.0,51.0,66.0,51.0,35.0,39.0,21.0,63.0,57.0,51.0,52.0,38.0,69.0,46.0,34.0,58.0,59.0,43.0,65.0,33.0,53.0,67.0,76.0,42.0,35.0,64,64,2000.0,180000.0
N. Rapp,Germany,FC Erzgebirge Aue,CDM CB ,20,1497,54.0,66.0,53.0,49.0,36.0,38.0,46.0,33.0,58.0,59.0,71.0,59.0,26.0,59.0,35.0,37.0,57.0,67.0,43.0,64.0,55.0,67.0,66.0,76.0,46.0,39.0,64,76,2000.0,725000.0
P. Sandler,Netherlands,PEC Zwolle,CB ,20,1551,65.0,61.0,66.0,54.0,32.0,49.0,55.0,32.0,60.0,62.0,71.0,68.0,20.0,64.0,46.0,32.0,57.0,56.0,48.0,64.0,67.0,66.0,62.0,74.0,36.0,28.0,64,75,2000.0,675000.0
Kim Won Sik,Korea Republic,FC Seoul,CDM CB ,25,1630,74.0,60.0,73.0,55.0,34.0,51.0,43.0,55.0,59.0,65.0,73.0,55.0,45.0,59.0,32.0,51.0,63.0,60.0,52.0,62.0,72.0,79.0,64.0,77.0,51.0,41.0,64,69,2000.0,500000.0
R. McDonald,England,Coventry City,CB ,25,1470,67.0,67.0,57.0,62.0,41.0,19.0,48.0,25.0,62.0,61.0,70.0,60.0,32.0,61.0,34.0,23.0,66.0,54.0,45.0,57.0,60.0,65.0,64.0,78.0,44.0,26.0,64,70,4000.0,525000.0
D. Collins,Wales,Grimsby Town,CB ,36,1459,30.0,70.0,64.0,55.0,54.0,46.0,41.0,39.0,66.0,63.0,83.0,64.0,37.0,62.0,30.0,32.0,61.0,52.0,38.0,61.0,30.0,32.0,64.0,72.0,46.0,28.0,64,64,3000.0,60000.0
D. Myrestam,Sweden,GIF Sundsvall,LWB CB ,30,1714,76.0,66.0,74.0,59.0,63.0,57.0,57.0,60.0,54.0,68.0,71.0,55.0,41.0,60.0,31.0,43.0,60.0,58.0,45.0,64.0,75.0,78.0,62.0,71.0,59.0,48.0,64,64,2000.0,325000.0
A. Höller,Austria,SV Mattersburg,RM RB ,28,1632,72.0,77.0,61.0,50.0,64.0,38.0,58.0,28.0,56.0,56.0,48.0,58.0,54.0,59.0,25.0,49.0,62.0,58.0,56.0,57.0,78.0,89.0,57.0,84.0,58.0,45.0,64,64,7000.0,350000.0
M. Al Nakhli,Saudi Arabia,Al Ittihad,LM LB ,22,1789,77.0,67.0,75.0,65.0,62.0,48.0,67.0,47.0,56.0,58.0,72.0,50.0,65.0,57.0,45.0,57.0,59.0,55.0,64.0,61.0,78.0,81.0,59.0,73.0,55.0,48.0,64,72,8000.0,575000.0
M. Kupczak,Poland,Termalica Bruk-Bet Nieciecza,CB CM CDM ,25,1648,65.0,59.0,75.0,59.0,39.0,29.0,55.0,30.0,54.0,55.0,76.0,68.0,54.0,65.0,51.0,33.0,62.0,67.0,57.0,63.0,68.0,62.0,65.0,66.0,48.0,36.0,64,67,2000.0,475000.0
O. Malik,Australia,Melbourne City,CDM CB ,26,1622,67.0,73.0,66.0,61.0,50.0,36.0,55.0,32.0,63.0,63.0,69.0,62.0,38.0,61.0,46.0,45.0,62.0,61.0,39.0,60.0,69.0,70.0,60.0,72.0,57.0,44.0,64,64,4000.0,400000.0
I. Jome,Gambia,Minnesota Thunder,LM LB ,22,1753,71.0,86.0,67.0,58.0,58.0,56.0,62.0,52.0,66.0,50.0,66.0,64.0,63.0,62.0,58.0,45.0,60.0,83.0,67.0,77.0,77.0,69.0,83.0,59.0,52.0,51.0,64,70,2000.0,525000.0
Manel Royo,Spain,RCD Espanyol,CB LB ,23,1599,69.0,64.0,67.0,56.0,90.0,79.0,64.0,33.0,65.0,55.0,71.0,48.0,28.0,62.0,50.0,54.0,71.0,66.0,48.0,67.0,79.0,75.0,62.0,82.0,30.0,35.0,64,70,6000.0,525000.0
O. Aina,Nigeria,Hull City,RB ,20,1604,79.0,57.0,65.0,37.0,61.0,42.0,67.0,37.0,51.0,63.0,66.0,45.0,35.0,62.0,49.0,54.0,56.0,49.0,34.0,66.0,77.0,64.0,64.0,68.0,38.0,36.0,64,78,3000.0,900000.0
M. Amundsen,Norway,Lillestrøm SK,CB ,24,1695,75.0,65.0,76.0,59.0,58.0,45.0,42.0,60.0,52.0,68.0,77.0,52.0,49.0,61.0,51.0,53.0,63.0,59.0,60.0,60.0,78.0,62.0,64.0,70.0,44.0,40.0,64,70,1000.0,525000.0
Han Hee Hoon,Korea Republic,Daegu FC,CB ,26,1368,70.0,66.0,53.0,50.0,22.0,28.0,33.0,26.0,62.0,65.0,70.0,32.0,23.0,66.0,34.0,27.0,56.0,49.0,30.0,63.0,61.0,72.0,67.0,76.0,31.0,25.0,64,65,2000.0,450000.0
H. Starostzik,Germany,Hallescher FC,CB ,26,1361,49.0,71.0,46.0,62.0,29.0,20.0,36.0,21.0,61.0,64.0,66.0,40.0,18.0,60.0,47.0,28.0,62.0,45.0,59.0,61.0,55.0,59.0,64.0,80.0,35.0,20.0,64,66,1000.0,450000.0
L. Wilkinson,England,Stevenage,CB ,25,1592,64.0,66.0,62.0,65.0,39.0,33.0,35.0,27.0,69.0,63.0,82.0,34.0,54.0,63.0,44.0,42.0,54.0,40.0,63.0,57.0,66.0,77.0,63.0,80.0,37.0,52.0,64,66,4000.0,450000.0
J. Watson,Jamaica,New England Revolution,CB CDM LB RB ,33,1793,76.0,78.0,73.0,59.0,53.0,47.0,63.0,43.0,60.0,60.0,77.0,62.0,59.0,60.0,50.0,58.0,60.0,65.0,80.0,60.0,78.0,68.0,63.0,83.0,57.0,44.0,64,64,2000.0,170000.0
M. Biskupović,Chile,Kalmar FF,CB ,28,1399,32.0,62.0,55.0,59.0,32.0,41.0,38.0,27.0,65.0,60.0,82.0,47.0,36.0,62.0,32.0,31.0,60.0,49.0,45.0,57.0,33.0,64.0,63.0,92.0,42.0,31.0,64,65,2000.0,400000.0
W. Harding,England,Birmingham City,CB ,20,1455,71.0,68.0,50.0,55.0,31.0,29.0,40.0,17.0,58.0,62.0,75.0,40.0,22.0,58.0,34.0,30.0,57.0,44.0,49.0,60.0,78.0,75.0,65.0,82.0,30.0,28.0,64,77,6000.0,775000.0
S. Zwierschitz,Austria,FC Admira Wacker Mödling,RB ,26,1633,69.0,60.0,64.0,49.0,55.0,44.0,58.0,43.0,57.0,63.0,68.0,55.0,46.0,67.0,48.0,49.0,59.0,62.0,53.0,63.0,69.0,63.0,68.0,69.0,42.0,36.0,64,65,3000.0,425000.0
J. Smith,United States,New England Revolution,CB ,25,1445,68.0,75.0,57.0,54.0,29.0,29.0,41.0,31.0,57.0,59.0,70.0,51.0,25.0,62.0,43.0,36.0,56.0,54.0,42.0,60.0,66.0,62.0,63.0,82.0,36.0,28.0,64,70,2000.0,525000.0
F. Schiller,Germany,1. FC Magdeburg,CB ,27,1309,45.0,63.0,43.0,58.0,36.0,29.0,28.0,30.0,66.0,57.0,65.0,39.0,22.0,67.0,32.0,22.0,56.0,38.0,52.0,64.0,50.0,61.0,64.0,84.0,29.0,27.0,64,65,1000.0,425000.0
T. Coletti,Italy,Foggia,CB CDM ,33,1730,66.0,90.0,71.0,65.0,41.0,58.0,41.0,45.0,66.0,57.0,70.0,67.0,61.0,51.0,44.0,49.0,72.0,66.0,69.0,56.0,69.0,75.0,61.0,69.0,43.0,47.0,64,64,1000.0,180000.0
A. Stewart,England,Wycombe Wanderers,CB ,24,1403,62.0,66.0,66.0,56.0,42.0,27.0,38.0,24.0,65.0,62.0,73.0,49.0,19.0,60.0,33.0,28.0,63.0,50.0,26.0,63.0,61.0,54.0,65.0,73.0,36.0,18.0,64,70,4000.0,525000.0
M. Haakenstad,Norway,Lillestrøm SK,LB RB ,23,1660,84.0,67.0,64.0,55.0,52.0,48.0,62.0,37.0,55.0,58.0,65.0,49.0,48.0,59.0,29.0,50.0,55.0,57.0,57.0,56.0,84.0,88.0,60.0,73.0,35.0,41.0,64,70,1000.0,525000.0
J. Davis,United States,Minnesota Thunder,LM LB ,29,1720,79.0,60.0,69.0,55.0,61.0,50.0,53.0,51.0,57.0,59.0,67.0,78.0,54.0,56.0,57.0,50.0,54.0,73.0,62.0,64.0,79.0,66.0,65.0,71.0,42.0,47.0,64,64,3000.0,350000.0
H. White,England,Mansfield Town,RB ,22,1611,82.0,56.0,73.0,59.0,59.0,34.0,62.0,34.0,56.0,52.0,66.0,48.0,45.0,62.0,39.0,45.0,56.0,55.0,43.0,63.0,85.0,71.0,63.0,68.0,32.0,38.0,64,69,5000.0,500000.0
M. de Luna,Mexico,Necaxa,RB CB ,29,1500,60.0,62.0,48.0,50.0,42.0,33.0,40.0,45.0,65.0,63.0,64.0,50.0,37.0,62.0,50.0,40.0,65.0,57.0,40.0,61.0,59.0,65.0,61.0,77.0,33.0,30.0,64,64,13000.0,350000.0
A. Kakuba,Uganda,CD Feirense,LB ,26,1615,73.0,79.0,69.0,58.0,57.0,41.0,60.0,35.0,48.0,62.0,59.0,38.0,34.0,63.0,48.0,52.0,59.0,51.0,50.0,74.0,75.0,64.0,68.0,67.0,40.0,35.0,64,66,3000.0,450000.0
C. Psyché,France,Sogndal,CB ,28,1439,49.0,50.0,52.0,55.0,26.0,28.0,45.0,63.0,63.0,61.0,71.0,37.0,25.0,62.0,42.0,50.0,62.0,48.0,43.0,64.0,45.0,63.0,64.0,84.0,36.0,25.0,64,65,2000.0,400000.0
S. Facey,England,Manchester City,RB CB ,22,1523,67.0,75.0,71.0,57.0,44.0,28.0,56.0,31.0,57.0,64.0,62.0,51.0,22.0,62.0,31.0,48.0,64.0,62.0,26.0,63.0,72.0,63.0,64.0,61.0,42.0,30.0,64,71,21000.0,550000.0
T. Holmes-Dennis,England,Portsmouth,LB ,21,1669,77.0,67.0,72.0,57.0,57.0,49.0,63.0,36.0,59.0,56.0,62.0,55.0,34.0,62.0,41.0,64.0,62.0,58.0,43.0,60.0,78.0,77.0,63.0,63.0,52.0,34.0,64,70,9000.0,525000.0
M. Thurnwald,Austria,SK Rapid Wien,RM RB ,18,1719,78.0,56.0,86.0,46.0,63.0,57.0,65.0,40.0,59.0,53.0,65.0,58.0,51.0,59.0,46.0,51.0,53.0,60.0,56.0,62.0,76.0,80.0,61.0,62.0,37.0,40.0,64,74,3000.0,575000.0
S. Schonlau,Germany,SC Paderborn 07,CDM CB ,22,1575,67.0,63.0,60.0,41.0,40.0,34.0,50.0,42.0,60.0,58.0,75.0,55.0,37.0,60.0,46.0,43.0,55.0,62.0,48.0,63.0,71.0,64.0,64.0,75.0,52.0,31.0,64,70,1000.0,525000.0
N. Tolo,Cameroon,Seattle Sounders FC,LM LB ,20,1687,87.0,72.0,71.0,55.0,55.0,63.0,63.0,31.0,50.0,57.0,82.0,55.0,33.0,58.0,48.0,46.0,58.0,59.0,56.0,59.0,86.0,82.0,61.0,74.0,42.0,30.0,64,76,2000.0,700000.0
G. Navalovski,Georgia,FC SKA-Energiya Khabarovsk,LM LWB ,31,1545,77.0,69.0,69.0,60.0,65.0,39.0,44.0,40.0,48.0,61.0,77.0,49.0,18.0,60.0,32.0,38.0,72.0,48.0,26.0,63.0,78.0,81.0,61.0,63.0,52.0,26.0,64,64,6000.0,300000.0
J. García Sancho,Mexico,Lobos de la BUAP,CB ,22,1399,60.0,67.0,43.0,51.0,33.0,27.0,48.0,35.0,60.0,58.0,71.0,34.0,23.0,64.0,43.0,31.0,52.0,57.0,40.0,68.0,54.0,43.0,68.0,69.0,28.0,32.0,64,70,7000.0,525000.0
PC,Brazil,Orlando City Soccer Club,LB ,23,1646,75.0,57.0,77.0,67.0,56.0,47.0,63.0,35.0,51.0,63.0,56.0,57.0,40.0,61.0,41.0,52.0,59.0,62.0,56.0,68.0,66.0,68.0,66.0,59.0,44.0,36.0,64,72,2000.0,575000.0
J. Martin,England,Stevenage,LB ,28,1754,67.0,50.0,63.0,64.0,62.0,77.0,57.0,74.0,59.0,63.0,74.0,56.0,64.0,62.0,60.0,50.0,56.0,58.0,52.0,60.0,66.0,82.0,64.0,82.0,50.0,34.0,64,64,4000.0,350000.0
