Age,Special,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Overall,Potential,Value,Wage
35,1118,62.0,71.0,73.0,67.0,65.0,67,67,180000.0,1000.0
32,1207,76.0,57.0,59.0,62.0,72.0,67,67,450000.0,4000.0
37,1083,72.0,61.0,68.0,62.0,67.0,67,67,50000.0,5000.0
26,998,68.0,60.0,61.0,65.0,71.0,67,70,675000.0,3000.0
33,1131,67.0,64.0,62.0,67.0,69.0,67,67,375000.0,3000.0
32,963,67.0,69.0,66.0,70.0,69.0,67,67,450000.0,13000.0
25,1231,70.0,63.0,58.0,64.0,74.0,67,72,725000.0,8000.0
22,897,62.0,69.0,62.0,68.0,68.0,67,76,900000.0,14000.0
28,1116,66.0,67.0,65.0,68.0,67.0,67,67,525000.0,3000.0
30,1170,67.0,67.0,66.0,66.0,66.0,67,67,500000.0,4000.0
23,1083,66.0,65.0,61.0,68.0,70.0,67,73,750000.0,2000.0
29,1231,69.0,54.0,78.0,65.0,68.0,67,67,525000.0,6000.0
33,1124,62.0,67.0,56.0,65.0,69.0,67,67,375000.0,5000.0
29,1091,70.0,65.0,53.0,69.0,72.0,67,67,525000.0,7000.0
25,1104,69.0,62.0,66.0,65.0,72.0,67,71,700000.0,6000.0
20,1095,70.0,69.0,62.0,61.0,68.0,67,80,1200000.0,7000.0
26,1131,65.0,66.0,62.0,68.0,67.0,67,68,625000.0,4000.0
27,1041,64.0,63.0,69.0,65.0,70.0,67,69,625000.0,5000.0
24,1118,66.0,64.0,63.0,66.0,68.0,67,72,725000.0,6000.0
24,1088,68.0,67.0,65.0,67.0,68.0,67,73,750000.0,13000.0
33,1112,59.0,71.0,70.0,76.0,63.0,67,67,375000.0,1000.0
21,1087,68.0,66.0,71.0,64.0,70.0,67,77,950000.0,8000.0
33,1079,69.0,62.0,61.0,68.0,68.0,67,67,375000.0,7000.0
23,1033,65.0,70.0,63.0,63.0,66.0,67,72,725000.0,9000.0
19,1001,70.0,66.0,68.0,64.0,66.0,67,80,1100000.0,3000.0
30,931,66.0,71.0,62.0,68.0,68.0,67,67,500000.0,7000.0
24,1055,67.0,65.0,64.0,65.0,70.0,67,75,850000.0,3000.0
23,1078,67.0,65.0,66.0,66.0,71.0,67,76,900000.0,15000.0
24,968,70.0,72.0,74.0,58.0,69.0,67,71,700000.0,4000.0
32,977,67.0,63.0,59.0,62.0,72.0,67,67,450000.0,1000.0
34,1017,65.0,66.0,61.0,70.0,66.0,67,67,300000.0,1000.0
20,1077,72.0,64.0,60.0,60.0,76.0,67,77,950000.0,24000.0
35,1254,62.0,66.0,67.0,68.0,65.0,67,67,180000.0,2000.0
32,1150,69.0,72.0,65.0,67.0,59.0,67,67,450000.0,4000.0
28,1137,65.0,67.0,64.0,69.0,67.0,67,68,625000.0,9000.0
33,1255,69.0,67.0,61.0,61.0,70.0,67,67,375000.0,2000.0
28,1199,67.0,64.0,65.0,68.0,69.0,67,67,525000.0,7000.0
23,1067,69.0,63.0,63.0,66.0,69.0,67,74,800000.0,3000.0
27,1094,68.0,61.0,78.0,68.0,63.0,67,68,600000.0,4000.0
32,1048,67.0,64.0,66.0,68.0,64.0,67,67,450000.0,7000.0
26,1086,62.0,66.0,72.0,70.0,64.0,67,70,675000.0,4000.0
21,1140,67.0,63.0,70.0,67.0,69.0,67,78,1000000.0,7000.0
25,1313,63.0,66.0,62.0,68.0,75.0,67,67,550000.0,2000.0
35,1094,69.0,67.0,63.0,69.0,66.0,67,67,180000.0,3000.0
29,1229,66.0,68.0,63.0,64.0,72.0,67,67,525000.0,8000.0
29,1161,65.0,63.0,61.0,64.0,77.0,67,67,525000.0,7000.0
26,1069,67.0,65.0,60.0,68.0,66.0,67,70,675000.0,7000.0
26,1065,67.0,66.0,61.0,67.0,69.0,67,70,675000.0,8000.0
21,1107,68.0,71.0,57.0,63.0,66.0,67,77,950000.0,10000.0
39,1120,67.0,73.0,57.0,67.0,64.0,67,67,50000.0,3000.0
27,1154,68.0,68.0,62.0,63.0,69.0,67,69,625000.0,7000.0
33,1056,67.0,67.0,58.0,64.0,66.0,67,67,375000.0,4000.0
23,957,72.0,66.0,58.0,66.0,65.0,67,72,725000.0,6000.0
27,1021,66.0,67.0,64.0,62.0,70.0,67,69,625000.0,7000.0
35,1098,68.0,67.0,53.0,66.0,70.0,67,67,180000.0,6000.0
38,984,67.0,65.0,62.0,69.0,63.0,67,67,50000.0,5000.0
33,1083,70.0,62.0,58.0,67.0,64.0,67,67,375000.0,2000.0
27,1205,71.0,64.0,60.0,65.0,69.0,67,69,625000.0,5000.0
30,1126,68.0,67.0,61.0,70.0,65.0,67,67,0.0,0.0
25,1081,67.0,63.0,66.0,66.0,70.0,67,70,675000.0,15000.0
22,1144,70.0,68.0,61.0,58.0,67.0,67,72,725000.0,4000.0
22,1018,69.0,63.0,65.0,66.0,69.0,67,75,850000.0,4000.0
27,1088,68.0,66.0,61.0,65.0,68.0,67,68,600000.0,4000.0
23,977,65.0,65.0,67.0,65.0,69.0,67,72,725000.0,1000.0
27,1177,67.0,66.0,68.0,67.0,69.0,67,68,600000.0,4000.0
24,1075,68.0,70.0,62.0,61.0,70.0,67,73,750000.0,1000.0
24,1218,69.0,65.0,72.0,65.0,68.0,67,73,750000.0,3000.0
30,961,60.0,69.0,73.0,66.0,68.0,67,67,0.0,0.0
32,1077,71.0,68.0,62.0,58.0,72.0,67,67,450000.0,2000.0
20,916,70.0,70.0,64.0,60.0,69.0,67,80,1200000.0,3000.0
34,1043,69.0,65.0,68.0,67.0,68.0,67,67,300000.0,4000.0
28,1030,66.0,65.0,70.0,65.0,68.0,67,68,0.0,0.0
26,1008,69.0,63.0,61.0,63.0,74.0,67,70,675000.0,11000.0
32,1050,68.0,66.0,58.0,65.0,68.0,67,67,450000.0,6000.0
25,1128,68.0,63.0,67.0,62.0,71.0,67,70,675000.0,16000.0
26,1086,68.0,66.0,63.0,63.0,66.0,66,69,550000.0,3000.0
22,1074,67.0,60.0,60.0,64.0,70.0,66,76,800000.0,1000.0
23,1073,70.0,61.0,65.0,64.0,70.0,66,71,625000.0,8000.0
36,1110,64.0,71.0,58.0,65.0,62.0,66,66,90000.0,1000.0
28,1151,65.0,63.0,67.0,67.0,65.0,66,68,550000.0,2000.0
29,1047,62.0,63.0,59.0,63.0,70.0,66,66,425000.0,2000.0
28,1171,68.0,66.0,67.0,65.0,64.0,66,67,525000.0,2000.0
29,1104,62.0,69.0,62.0,64.0,65.0,66,66,425000.0,7000.0
24,1064,68.0,63.0,65.0,61.0,66.0,66,72,650000.0,2000.0
23,934,69.0,68.0,68.0,69.0,70.0,66,72,650000.0,2000.0
28,1159,68.0,65.0,63.0,65.0,64.0,66,69,550000.0,2000.0
29,1054,67.0,65.0,62.0,66.0,64.0,66,66,425000.0,3000.0
32,1095,64.0,63.0,58.0,65.0,68.0,66,66,375000.0,4000.0
38,1104,55.0,70.0,67.0,68.0,63.0,66,66,40000.0,2000.0
25,1077,69.0,64.0,57.0,64.0,67.0,66,70,600000.0,2000.0
21,893,70.0,58.0,66.0,63.0,69.0,66,78,925000.0,1000.0
20,955,66.0,63.0,66.0,65.0,67.0,66,78,925000.0,2000.0
40,1077,65.0,70.0,71.0,70.0,68.0,66,66,0.0,0.0
19,1132,70.0,66.0,62.0,64.0,68.0,66,79,975000.0,3000.0
27,1151,69.0,63.0,57.0,61.0,69.0,66,70,575000.0,2000.0
28,1129,68.0,65.0,60.0,68.0,65.0,66,68,550000.0,2000.0
24,1086,66.0,62.0,64.0,62.0,71.0,66,74,700000.0,3000.0
29,966,66.0,68.0,65.0,67.0,66.0,66,68,525000.0,4000.0
26,1058,67.0,61.0,61.0,66.0,71.0,66,70,575000.0,2000.0
21,1143,62.0,69.0,64.0,61.0,68.0,66,76,800000.0,2000.0
32,1061,68.0,62.0,63.0,63.0,65.0,66,66,375000.0,3000.0
24,1005,64.0,62.0,58.0,64.0,71.0,66,70,600000.0,6000.0
39,1022,69.0,62.0,58.0,73.0,64.0,66,66,40000.0,3000.0
20,1010,69.0,59.0,62.0,63.0,70.0,66,77,875000.0,6000.0
29,1013,67.0,62.0,61.0,64.0,71.0,66,67,500000.0,2000.0
24,909,67.0,64.0,68.0,70.0,67.0,66,71,0.0,0.0
26,930,70.0,62.0,51.0,59.0,74.0,66,70,575000.0,16000.0
30,1276,70.0,65.0,62.0,61.0,70.0,66,66,425000.0,3000.0
34,1176,69.0,64.0,60.0,69.0,64.0,66,66,260000.0,2000.0
33,925,68.0,61.0,59.0,68.0,64.0,66,66,325000.0,3000.0
22,1122,71.0,59.0,56.0,57.0,73.0,66,72,650000.0,2000.0
21,1202,75.0,59.0,62.0,63.0,66.0,66,78,925000.0,1000.0
31,1128,70.0,62.0,61.0,61.0,71.0,66,66,400000.0,2000.0
23,1066,67.0,65.0,64.0,66.0,68.0,66,76,800000.0,7000.0
33,1104,70.0,68.0,66.0,64.0,63.0,66,66,325000.0,7000.0
34,1095,65.0,68.0,65.0,66.0,67.0,66,66,260000.0,2000.0
21,935,69.0,63.0,53.0,63.0,68.0,66,76,800000.0,2000.0
36,1142,68.0,67.0,68.0,65.0,64.0,66,66,90000.0,1000.0
34,1131,68.0,58.0,65.0,65.0,71.0,66,66,260000.0,2000.0
26,1079,67.0,65.0,60.0,63.0,68.0,66,69,550000.0,5000.0
29,1016,67.0,63.0,58.0,63.0,71.0,66,66,425000.0,6000.0
19,1129,68.0,66.0,65.0,67.0,68.0,66,77,825000.0,3000.0
25,1047,66.0,65.0,65.0,64.0,66.0,66,69,575000.0,2000.0
24,1155,67.0,60.0,65.0,64.0,70.0,66,73,675000.0,1000.0
22,1084,68.0,64.0,72.0,60.0,67.0,66,73,675000.0,2000.0
33,1053,65.0,64.0,52.0,66.0,68.0,66,66,325000.0,7000.0
32,1060,68.0,66.0,64.0,66.0,61.0,66,66,375000.0,2000.0
37,1144,64.0,65.0,62.0,71.0,63.0,66,66,40000.0,3000.0
30,1037,65.0,66.0,66.0,67.0,66.0,66,66,425000.0,2000.0
31,1117,65.0,67.0,58.0,64.0,64.0,66,66,400000.0,2000.0
20,1213,66.0,63.0,62.0,70.0,65.0,66,75,750000.0,4000.0
31,1143,65.0,67.0,66.0,66.0,65.0,66,66,400000.0,2000.0
27,1110,67.0,64.0,62.0,64.0,70.0,66,67,500000.0,3000.0
33,1028,64.0,66.0,58.0,66.0,65.0,66,66,325000.0,8000.0
36,1125,67.0,64.0,63.0,65.0,63.0,66,66,90000.0,9000.0
36,1019,67.0,67.0,63.0,67.0,67.0,66,66,90000.0,1000.0
19,918,71.0,60.0,62.0,62.0,68.0,66,78,875000.0,2000.0
27,1080,67.0,62.0,58.0,62.0,66.0,66,68,525000.0,3000.0
28,1125,65.0,64.0,63.0,63.0,68.0,66,67,525000.0,2000.0
24,1105,70.0,65.0,56.0,63.0,67.0,66,71,625000.0,5000.0
30,1049,66.0,64.0,64.0,64.0,65.0,66,66,425000.0,2000.0
28,1013,63.0,65.0,57.0,66.0,69.0,66,67,525000.0,1000.0
36,1081,62.0,61.0,59.0,69.0,67.0,66,66,90000.0,1000.0
28,966,63.0,63.0,71.0,68.0,66.0,66,67,525000.0,6000.0
25,933,69.0,64.0,52.0,65.0,67.0,66,69,575000.0,1000.0
36,1101,65.0,64.0,64.0,63.0,67.0,66,66,90000.0,4000.0
24,1092,64.0,69.0,63.0,64.0,65.0,66,74,700000.0,2000.0
30,1193,65.0,64.0,66.0,64.0,64.0,66,66,425000.0,2000.0
23,995,65.0,63.0,59.0,65.0,69.0,66,71,625000.0,2000.0
29,1033,64.0,66.0,64.0,67.0,68.0,66,66,425000.0,5000.0
26,1086,66.0,64.0,59.0,65.0,69.0,66,70,575000.0,4000.0
21,1021,64.0,64.0,64.0,65.0,68.0,66,77,875000.0,7000.0
22,1080,65.0,65.0,68.0,67.0,68.0,66,76,800000.0,1000.0
21,1190,63.0,71.0,64.0,67.0,63.0,66,75,750000.0,4000.0
28,1166,64.0,61.0,62.0,66.0,70.0,66,68,550000.0,3000.0
24,999,68.0,65.0,62.0,63.0,68.0,66,74,700000.0,2000.0
27,1069,59.0,65.0,64.0,72.0,65.0,66,69,550000.0,1000.0
34,1028,66.0,62.0,55.0,65.0,70.0,66,66,260000.0,4000.0
31,1079,67.0,61.0,56.0,65.0,70.0,66,66,400000.0,4000.0
32,1195,64.0,64.0,63.0,66.0,64.0,66,66,375000.0,2000.0
29,1078,66.0,60.0,63.0,64.0,68.0,66,66,425000.0,2000.0
24,1163,63.0,62.0,67.0,67.0,71.0,66,74,700000.0,1000.0
21,884,67.0,58.0,59.0,66.0,69.0,66,75,750000.0,1000.0
23,933,67.0,65.0,66.0,66.0,66.0,66,75,750000.0,1000.0
31,954,64.0,67.0,58.0,69.0,63.0,66,66,400000.0,2000.0
31,1132,67.0,62.0,66.0,66.0,66.0,66,66,400000.0,7000.0
28,1030,64.0,68.0,73.0,61.0,69.0,65,66,425000.0,2000.0
26,1162,64.0,64.0,67.0,66.0,63.0,65,69,500000.0,6000.0
26,1138,64.0,67.0,60.0,64.0,63.0,65,69,500000.0,6000.0
29,944,57.0,70.0,62.0,75.0,55.0,65,65,375000.0,1000.0
30,956,66.0,69.0,58.0,57.0,68.0,65,65,350000.0,2000.0
31,1094,64.0,62.0,60.0,64.0,66.0,65,65,325000.0,1000.0
33,1079,69.0,49.0,47.0,68.0,68.0,65,65,270000.0,1000.0
28,1165,66.0,61.0,65.0,61.0,67.0,65,66,425000.0,3000.0
29,955,66.0,65.0,65.0,63.0,66.0,65,65,375000.0,3000.0
31,1171,65.0,63.0,62.0,62.0,71.0,65,65,325000.0,1000.0
28,1170,68.0,59.0,63.0,65.0,67.0,65,66,425000.0,2000.0
25,1122,67.0,64.0,57.0,66.0,65.0,65,68,475000.0,2000.0
26,1007,62.0,64.0,62.0,61.0,67.0,65,70,500000.0,2000.0
37,1048,62.0,64.0,65.0,76.0,61.0,65,65,40000.0,2000.0
30,1077,65.0,66.0,62.0,65.0,63.0,65,66,400000.0,1000.0
24,1079,66.0,63.0,64.0,63.0,70.0,65,71,550000.0,6000.0
34,1077,69.0,60.0,60.0,62.0,69.0,65,65,220000.0,2000.0
25,1098,65.0,59.0,65.0,61.0,69.0,65,71,525000.0,11000.0
28,1114,75.0,59.0,54.0,53.0,72.0,65,65,0.0,0.0
26,1008,61.0,63.0,47.0,61.0,74.0,65,65,375000.0,1000.0
27,1028,65.0,63.0,57.0,59.0,67.0,65,67,450000.0,2000.0
30,1122,68.0,64.0,60.0,64.0,68.0,65,65,350000.0,2000.0
23,1091,66.0,64.0,62.0,64.0,66.0,65,73,600000.0,1000.0
28,982,63.0,67.0,53.0,66.0,68.0,65,66,425000.0,3000.0
35,1005,66.0,59.0,57.0,64.0,69.0,65,65,130000.0,3000.0
37,1137,65.0,63.0,68.0,63.0,65.0,65,65,40000.0,1000.0
25,956,68.0,56.0,48.0,70.0,69.0,65,68,475000.0,2000.0
30,1077,65.0,61.0,65.0,64.0,66.0,65,65,350000.0,10000.0
21,1062,71.0,61.0,65.0,66.0,69.0,65,77,775000.0,5000.0
30,1082,62.0,64.0,63.0,66.0,63.0,65,65,350000.0,7000.0
21,1085,68.0,62.0,66.0,59.0,69.0,65,79,975000.0,7000.0
28,895,67.0,63.0,61.0,64.0,63.0,65,66,425000.0,3000.0
26,1030,67.0,60.0,59.0,64.0,69.0,65,67,450000.0,2000.0
36,1151,63.0,59.0,65.0,61.0,65.0,65,65,70000.0,1000.0
26,1056,64.0,62.0,62.0,66.0,67.0,65,68,475000.0,2000.0
27,1088,70.0,60.0,64.0,60.0,69.0,65,69,475000.0,1000.0
31,1120,63.0,62.0,65.0,62.0,67.0,65,65,325000.0,4000.0
35,1076,65.0,65.0,63.0,63.0,65.0,65,65,130000.0,1000.0
30,913,64.0,64.0,57.0,62.0,65.0,65,65,350000.0,1000.0
21,1076,66.0,62.0,65.0,63.0,69.0,65,72,575000.0,1000.0
32,1150,64.0,63.0,65.0,63.0,65.0,65,65,300000.0,1000.0
21,1117,66.0,64.0,61.0,60.0,67.0,65,75,675000.0,2000.0
37,1090,73.0,63.0,64.0,65.0,62.0,65,65,40000.0,2000.0
27,1036,63.0,61.0,50.0,65.0,67.0,65,65,375000.0,1000.0
27,1196,67.0,59.0,64.0,67.0,64.0,65,67,450000.0,3000.0
28,1082,65.0,62.0,65.0,62.0,66.0,65,65,375000.0,7000.0
21,1207,66.0,71.0,68.0,60.0,59.0,65,75,675000.0,2000.0
25,1051,68.0,65.0,58.0,62.0,67.0,65,71,525000.0,2000.0
28,1070,66.0,63.0,58.0,63.0,66.0,65,65,375000.0,2000.0
29,1035,64.0,64.0,61.0,66.0,65.0,65,65,375000.0,12000.0
28,1126,58.0,60.0,53.0,73.0,72.0,65,65,375000.0,4000.0
20,965,65.0,61.0,67.0,65.0,68.0,65,75,675000.0,2000.0
28,1014,65.0,62.0,66.0,65.0,67.0,65,68,475000.0,3000.0
27,1072,64.0,65.0,60.0,61.0,69.0,65,66,425000.0,3000.0
32,1051,65.0,61.0,65.0,63.0,71.0,65,65,300000.0,1000.0
27,1099,64.0,58.0,65.0,65.0,67.0,65,67,450000.0,9000.0
29,906,57.0,70.0,62.0,75.0,55.0,65,65,375000.0,4000.0
31,1182,60.0,62.0,67.0,51.0,78.0,65,65,325000.0,3000.0
20,1015,65.0,63.0,63.0,63.0,67.0,65,77,775000.0,4000.0
18,922,64.0,62.0,65.0,65.0,67.0,65,78,775000.0,1000.0
29,1233,63.0,66.0,53.0,64.0,65.0,65,66,425000.0,1000.0
19,1083,69.0,63.0,59.0,58.0,69.0,65,75,650000.0,1000.0
24,1218,72.0,62.0,67.0,51.0,73.0,65,71,550000.0,4000.0
24,1016,66.0,64.0,58.0,63.0,68.0,65,71,550000.0,2000.0
30,930,74.0,58.0,75.0,55.0,69.0,65,65,350000.0,1000.0
24,1079,66.0,63.0,61.0,62.0,69.0,65,71,550000.0,6000.0
19,896,68.0,64.0,55.0,63.0,66.0,65,81,950000.0,3000.0
23,1085,65.0,64.0,68.0,65.0,65.0,65,72,550000.0,2000.0
34,955,61.0,64.0,72.0,66.0,62.0,65,65,220000.0,1000.0
21,927,71.0,63.0,57.0,62.0,64.0,65,79,975000.0,2000.0
27,1080,66.0,64.0,55.0,64.0,63.0,65,67,450000.0,1000.0
23,1112,66.0,60.0,61.0,65.0,71.0,65,71,550000.0,4000.0
27,1037,66.0,61.0,66.0,63.0,68.0,65,65,375000.0,2000.0
34,932,63.0,65.0,62.0,66.0,66.0,65,65,220000.0,3000.0
26,1093,66.0,60.0,62.0,68.0,67.0,65,66,425000.0,8000.0
37,1122,62.0,64.0,60.0,64.0,63.0,65,65,40000.0,1000.0
29,1191,75.0,60.0,59.0,56.0,71.0,65,67,450000.0,2000.0
28,1070,65.0,65.0,62.0,65.0,65.0,65,65,375000.0,1000.0
25,1073,70.0,62.0,66.0,58.0,69.0,65,69,500000.0,1000.0
17,903,68.0,65.0,66.0,64.0,68.0,65,86,975000.0,6000.0
27,1071,64.0,65.0,60.0,65.0,66.0,65,67,450000.0,3000.0
25,1095,68.0,61.0,65.0,61.0,69.0,65,70,525000.0,2000.0
32,1195,67.0,61.0,64.0,57.0,69.0,65,65,300000.0,3000.0
26,1133,66.0,60.0,71.0,59.0,70.0,65,66,425000.0,4000.0
26,1089,68.0,60.0,55.0,64.0,67.0,65,67,450000.0,3000.0
31,1140,63.0,63.0,67.0,64.0,64.0,65,65,325000.0,3000.0
23,955,64.0,66.0,64.0,63.0,66.0,65,70,525000.0,2000.0
23,1137,66.0,65.0,72.0,63.0,66.0,65,70,525000.0,2000.0
23,1073,64.0,66.0,61.0,65.0,64.0,65,71,550000.0,1000.0
21,1073,62.0,68.0,55.0,61.0,68.0,65,74,650000.0,2000.0
20,1096,68.0,60.0,62.0,61.0,67.0,65,79,975000.0,1000.0
24,982,66.0,65.0,61.0,63.0,68.0,65,73,600000.0,2000.0
27,1089,65.0,61.0,58.0,65.0,66.0,65,68,450000.0,9000.0
31,1054,65.0,51.0,54.0,70.0,68.0,65,65,325000.0,12000.0
33,1056,61.0,66.0,53.0,67.0,62.0,65,65,270000.0,1000.0
30,1110,66.0,63.0,69.0,58.0,68.0,65,65,350000.0,2000.0
26,910,65.0,63.0,63.0,67.0,67.0,65,67,450000.0,1000.0
20,939,69.0,58.0,59.0,59.0,67.0,65,77,775000.0,2000.0
32,1070,58.0,65.0,68.0,66.0,67.0,65,65,300000.0,5000.0
34,1112,69.0,55.0,65.0,68.0,59.0,65,65,220000.0,3000.0
29,1060,65.0,60.0,59.0,65.0,65.0,65,65,375000.0,3000.0
20,984,69.0,62.0,65.0,62.0,71.0,65,77,775000.0,8000.0
31,1050,62.0,65.0,56.0,64.0,62.0,65,65,325000.0,1000.0
32,1115,66.0,59.0,57.0,65.0,70.0,65,65,300000.0,4000.0
35,1093,64.0,62.0,67.0,68.0,57.0,65,65,130000.0,2000.0
28,1126,59.0,76.0,72.0,62.0,58.0,65,67,450000.0,1000.0
23,932,65.0,64.0,61.0,59.0,69.0,65,72,550000.0,1000.0
24,1066,62.0,64.0,65.0,68.0,67.0,65,71,550000.0,2000.0
27,1011,65.0,66.0,65.0,64.0,67.0,65,67,450000.0,10000.0
23,1034,66.0,62.0,57.0,61.0,67.0,65,69,500000.0,4000.0
32,1169,69.0,53.0,74.0,66.0,64.0,65,65,300000.0,2000.0
26,1078,64.0,66.0,65.0,65.0,64.0,65,66,425000.0,6000.0
28,1052,65.0,63.0,59.0,65.0,66.0,65,65,375000.0,8000.0
30,1064,65.0,62.0,62.0,61.0,71.0,65,65,350000.0,5000.0
24,896,68.0,65.0,62.0,65.0,67.0,65,70,525000.0,2000.0
26,1109,68.0,63.0,66.0,58.0,69.0,65,67,450000.0,1000.0
33,1017,55.0,70.0,72.0,69.0,59.0,65,65,270000.0,1000.0
29,1099,66.0,60.0,58.0,64.0,67.0,64,64,300000.0,5000.0
33,1014,65.0,64.0,67.0,64.0,62.0,64,64,230000.0,1000.0
29,952,67.0,53.0,69.0,64.0,67.0,64,64,300000.0,2000.0
21,905,64.0,63.0,64.0,63.0,64.0,64,69,450000.0,3000.0
26,1042,65.0,60.0,58.0,63.0,67.0,64,68,400000.0,1000.0
23,1143,63.0,61.0,58.0,58.0,71.0,64,69,425000.0,3000.0
33,1034,59.0,47.0,66.0,72.0,74.0,64,64,230000.0,1000.0
27,1088,64.0,61.0,58.0,63.0,64.0,64,66,375000.0,1000.0
23,1053,61.0,65.0,62.0,67.0,61.0,64,74,550000.0,4000.0
24,1053,62.0,63.0,62.0,65.0,66.0,64,69,425000.0,3000.0
24,875,60.0,64.0,57.0,66.0,69.0,64,71,475000.0,4000.0
28,1059,62.0,64.0,63.0,65.0,63.0,64,64,325000.0,2000.0
19,959,66.0,64.0,62.0,63.0,62.0,64,73,500000.0,10000.0
24,1099,66.0,61.0,62.0,66.0,60.0,64,71,475000.0,3000.0
23,1063,66.0,60.0,62.0,60.0,69.0,64,72,500000.0,3000.0
20,1091,64.0,58.0,63.0,61.0,68.0,64,78,825000.0,5000.0
18,896,64.0,66.0,61.0,62.0,66.0,64,78,750000.0,2000.0
34,1004,65.0,59.0,56.0,65.0,67.0,64,64,180000.0,6000.0
22,1090,66.0,60.0,64.0,63.0,68.0,64,70,450000.0,1000.0
28,969,63.0,61.0,76.0,64.0,65.0,64,65,375000.0,4000.0
22,1254,63.0,62.0,63.0,63.0,65.0,64,75,600000.0,9000.0
30,1049,64.0,68.0,57.0,67.0,60.0,64,64,290000.0,3000.0
20,1054,68.0,56.0,58.0,60.0,72.0,64,71,475000.0,4000.0
23,970,69.0,58.0,63.0,57.0,72.0,64,70,450000.0,2000.0
25,1106,64.0,63.0,62.0,62.0,65.0,64,69,425000.0,2000.0
29,1084,66.0,59.0,63.0,64.0,65.0,64,65,350000.0,3000.0
24,1054,64.0,62.0,58.0,64.0,69.0,64,71,475000.0,1000.0
24,932,64.0,62.0,51.0,63.0,64.0,64,68,425000.0,1000.0
31,1034,64.0,62.0,61.0,61.0,64.0,64,64,270000.0,2000.0
24,868,66.0,62.0,63.0,64.0,65.0,64,69,425000.0,3000.0
28,967,60.0,66.0,63.0,65.0,63.0,64,65,375000.0,2000.0
19,961,64.0,62.0,60.0,59.0,67.0,64,72,475000.0,1000.0
27,978,60.0,61.0,69.0,66.0,66.0,64,66,375000.0,3000.0
26,1156,58.0,62.0,65.0,67.0,65.0,64,66,375000.0,2000.0
22,1118,65.0,62.0,60.0,61.0,67.0,64,74,550000.0,5000.0
21,1158,64.0,62.0,64.0,60.0,67.0,64,71,475000.0,4000.0
23,893,64.0,63.0,64.0,62.0,64.0,64,70,450000.0,1000.0
32,1126,64.0,64.0,59.0,63.0,63.0,64,64,260000.0,3000.0
19,922,63.0,63.0,64.0,63.0,65.0,64,79,800000.0,4000.0
33,1034,59.0,47.0,66.0,72.0,74.0,64,64,230000.0,4000.0
23,1083,68.0,59.0,63.0,61.0,64.0,64,71,475000.0,5000.0
20,951,63.0,62.0,64.0,61.0,66.0,64,75,600000.0,6000.0
27,1033,63.0,60.0,55.0,60.0,72.0,64,64,300000.0,1000.0
26,1043,64.0,63.0,66.0,66.0,62.0,64,68,400000.0,2000.0
29,1123,66.0,63.0,61.0,57.0,70.0,64,64,300000.0,1000.0
28,1164,67.0,62.0,56.0,61.0,66.0,64,66,375000.0,3000.0
20,996,68.0,58.0,53.0,65.0,66.0,64,74,575000.0,2000.0
31,1043,69.0,60.0,61.0,61.0,67.0,64,64,270000.0,7000.0
26,882,66.0,65.0,60.0,65.0,63.0,64,66,375000.0,3000.0
36,996,63.0,66.0,58.0,66.0,61.0,64,64,60000.0,5000.0
22,1097,65.0,68.0,62.0,66.0,71.0,64,74,550000.0,2000.0
24,1058,62.0,62.0,62.0,62.0,68.0,64,70,450000.0,2000.0
23,1110,62.0,66.0,58.0,63.0,61.0,64,71,475000.0,4000.0
27,1108,68.0,51.0,67.0,66.0,68.0,64,66,375000.0,4000.0
24,971,62.0,60.0,57.0,63.0,65.0,64,69,425000.0,2000.0
27,1217,58.0,63.0,67.0,63.0,67.0,64,66,375000.0,2000.0
34,1119,65.0,59.0,62.0,64.0,66.0,64,64,180000.0,12000.0
23,988,68.0,62.0,60.0,64.0,66.0,64,72,500000.0,5000.0
26,1066,67.0,64.0,62.0,62.0,64.0,64,68,400000.0,2000.0
21,972,65.0,64.0,59.0,63.0,65.0,64,69,450000.0,3000.0
30,995,62.0,60.0,58.0,62.0,71.0,64,64,290000.0,7000.0
30,1162,67.0,60.0,64.0,63.0,65.0,64,64,290000.0,7000.0
24,1142,65.0,61.0,61.0,62.0,64.0,64,69,425000.0,6000.0
22,866,61.0,61.0,63.0,64.0,65.0,64,67,400000.0,2000.0
25,863,63.0,61.0,57.0,61.0,67.0,64,68,425000.0,5000.0
37,1011,63.0,61.0,66.0,71.0,62.0,64,64,30000.0,3000.0
31,1143,65.0,59.0,60.0,63.0,65.0,64,64,270000.0,2000.0
28,899,68.0,66.0,63.0,63.0,61.0,64,64,325000.0,2000.0
35,1028,64.0,65.0,62.0,69.0,63.0,64,64,110000.0,2000.0
23,1056,72.0,62.0,62.0,57.0,68.0,64,73,525000.0,2000.0
27,1132,67.0,63.0,60.0,58.0,68.0,64,68,400000.0,2000.0
24,949,63.0,61.0,64.0,63.0,69.0,64,71,475000.0,2000.0
29,1116,67.0,59.0,59.0,62.0,68.0,64,64,300000.0,9000.0
19,1053,65.0,64.0,59.0,60.0,65.0,64,75,575000.0,2000.0
28,1285,62.0,58.0,60.0,68.0,67.0,64,65,375000.0,1000.0
22,1127,63.0,63.0,61.0,65.0,64.0,64,71,475000.0,1000.0
